blind_model,prompt_category,length_condition,constraint_compliant_heuristic_counts,constraint_compliant_heuristic_top,constraint_compliant_heuristic_top_share,dominant_imagery_heuristic_counts,dominant_imagery_heuristic_top,dominant_imagery_heuristic_top_share,dominant_mood_heuristic_counts,dominant_mood_heuristic_top,dominant_mood_heuristic_top_share,dominant_plot_arc_heuristic_counts,dominant_plot_arc_heuristic_top,dominant_plot_arc_heuristic_top_share,dominant_setting_heuristic_counts,dominant_setting_heuristic_top,dominant_setting_heuristic_top_share,ending_valence_heuristic_counts,ending_valence_heuristic_top,ending_valence_heuristic_top_share,first_bigram_counts,first_bigram_top,first_bigram_top_share,first_person_pronouns_mean,first_person_pronouns_median,first_word_counts,first_word_top,first_word_top_share,formulaicness_score_heuristic_mean,formulaicness_score_heuristic_median,hybrid_entity_candidate_count_mean,hybrid_entity_candidate_count_median,invented_entity_candidate_count_mean,invented_entity_candidate_count_median,line_count_nonempty_mean,line_count_nonempty_median,n,person_heuristic_counts,person_heuristic_top,person_heuristic_top_share,poetic_mode_heuristic_counts,poetic_mode_heuristic_top,poetic_mode_heuristic_top_share,real_animal_count_mean,real_animal_count_median,refusal_like_rate,second_person_pronouns_mean,second_person_pronouns_median,sentence_count_heuristic_mean,sentence_count_heuristic_median,stanza_count_heuristic_mean,stanza_count_heuristic_median,tense_heuristic_counts,tense_heuristic_top,tense_heuristic_top_share,third_person_pronouns_mean,third_person_pronouns_median,truncated_400ish_rate,type_token_ratio_mean,type_token_ratio_median,word_count_mean,word_count_median
Model B,story,lt10,"{""yes"": 10}",yes,1.0,"{""memory"": 3, ""light_dark"": 2, ""machines"": 2, ""body"": 2, ""seasons_time"": 1}",memory,0.3,"{""wistful"": 4, ""inspirational"": 2, ""serene"": 2, ""adventurous"": 2}",wistful,0.4,"{""discovery"": 9, ""observation"": 1}",discovery,0.9,"{""domestic"": 10}",domestic,1.0,"{""twist_or_turn"": 6, ""neutral_or_unclear"": 2, ""positive"": 2}",twist_or_turn,0.6,"{""mara found"": 9, ""mira found"": 1}",mara found,0.9,0.0,0.0,"{""mara"": 9, ""mira"": 1}",mara,0.9,2.1,2.0,0.0,0.0,0.0,0.0,7.3,8.0,10,"{""third"": 10}",third,1.0,"{""free_verse_or_narrative"": 8, ""not_poem_like"": 1, ""rhyme_heavy"": 1}",free_verse_or_narrative,0.8,0.0,0.0,0,0.6,0.0,7.2,7.0,1.0,1.0,"{""past"": 10}",past,1.0,13.2,12.5,0,0.6797,0.6764,149.2,152.0
Model B,story,lt5,"{""yes"": 10}",yes,1.0,"{""light_dark"": 5, ""memory"": 3, ""seasons_time"": 1, ""machines"": 1}",light_dark,0.5,"{""serene"": 4, ""wistful"": 3, ""inspirational"": 2, ""melancholic"": 1}",serene,0.4,"{""discovery"": 9, ""loss"": 1}",discovery,0.9,"{""domestic"": 9, ""historical"": 1}",domestic,0.9,"{""neutral_or_unclear"": 6, ""negative"": 2, ""twist_or_turn"": 1, ""bittersweet"": 1}",neutral_or_unclear,0.6,"{""mara found"": 8, ""on the"": 1, ""mira found"": 1}",mara found,0.8,0.0,0.0,"{""mara"": 8, ""on"": 1, ""mira"": 1}",mara,0.8,1.0,1.0,0.0,0.0,0.0,0.0,1.6,1.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 8, ""free_verse_or_narrative"": 2}",not_poem_like,0.8,0.0,0.0,0,0.4,0.0,3.7,4.0,1.0,1.0,"{""past"": 10}",past,1.0,7.4,8.0,0,0.7675,0.7639,76.1,75.0
Model B,story,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""memory"": 5, ""light_dark"": 3, ""seasons_time"": 1, ""nature"": 1}",memory,0.5,"{""serene"": 5, ""wistful"": 5}",serene,0.5,"{""discovery"": 6, ""observation"": 4}",discovery,0.6,"{""domestic"": 9, ""natural"": 1}",domestic,0.9,"{""negative"": 4, ""positive"": 3, ""twist_or_turn"": 2, ""neutral_or_unclear"": 1}",negative,0.4,"{""mara found"": 9, ""on the"": 1}",mara found,0.9,0.2,0.0,"{""mara"": 9, ""on"": 1}",mara,0.9,2.9,3.0,0.0,0.0,0.0,0.0,12.8,13.0,10,"{""third"": 10}",third,1.0,"{""free_verse_or_narrative"": 8, ""rhyme_heavy"": 2}",free_verse_or_narrative,0.8,0.0,0.0,0,1.2,1.0,25.0,25.0,12.6,13.0,"{""past"": 10}",past,1.0,23.7,22.5,1,0.6028,0.6064,319.2,320.0
Model C,animal,lt10,"{""yes"": 10}",yes,1.0,"{""nature"": 6, ""light_dark"": 3, ""ocean_water"": 1}",nature,0.6,"{""serene"": 7, ""adventurous"": 1, ""eerie"": 1, ""melancholic"": 1}",serene,0.7,"{""none_detected"": 5, ""discovery"": 2, ""survival"": 2, ""loss"": 1}",none_detected,0.5,"{""natural"": 8, ""domestic"": 2}",natural,0.8,"{""neutral_or_unclear"": 7, ""positive"": 2, ""negative"": 1}",neutral_or_unclear,0.7,"{""the glimmerfox"": 4, ""the lumifox"": 4, ""the velvet"": 1, ""the floofin"": 1}",the glimmerfox,0.4,0.0,0.0,"{""the"": 10}",the,1.0,1.8,2.0,2.6,2.0,7.2,7.0,2.0,2.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,1.2,1.0,0,0.0,0.0,8.0,8.0,2.0,2.0,"{""present"": 10}",present,1.0,9.3,9.5,0,0.7656,0.7597,142.9,145.5
Model C,animal,lt5,"{""yes"": 10}",yes,1.0,"{""nature"": 9, ""body"": 1}",nature,0.9,"{""wistful"": 4, ""serene"": 3, ""dark"": 1, ""eerie"": 1, ""melancholic"": 1}",wistful,0.4,"{""none_detected"": 9, ""discovery"": 1}",none_detected,0.9,"{""natural"": 9, ""historical"": 1}",natural,0.9,"{""neutral_or_unclear"": 8, ""positive"": 1, ""bittersweet"": 1}",neutral_or_unclear,0.8,"{""the glimmerfox"": 5, ""the lumifox"": 4, ""the mosskin"": 1}",the glimmerfox,0.5,0.0,0.0,"{""the"": 10}",the,1.0,1.4,1.0,1.6,1.5,3.1,3.0,2.0,2.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,0.5,0.5,0,0.0,0.0,3.9,4.0,2.0,2.0,"{""present"": 10}",present,1.0,4.5,4.0,0,0.8383,0.8239,80.9,79.5
Model C,animal,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""nature"": 5, ""light_dark"": 3, ""body"": 2}",nature,0.5,"{""serene"": 9, ""melancholic"": 1}",serene,0.9,"{""none_detected"": 7, ""survival"": 1, ""creation"": 1, ""escape"": 1}",none_detected,0.7,"{""natural"": 10}",natural,1.0,"{""neutral_or_unclear"": 9, ""positive"": 1}",neutral_or_unclear,0.9,"{""the lumifox"": 5, ""the glimmerfox"": 1, ""the glimmerquill"": 1, ""the velvet"": 1, ""the velvet-maned"": 1, ""the mosscreeper"": 1}",the lumifox,0.5,0.0,0.0,"{""the"": 10}",the,1.0,1.7,1.5,5.2,5.0,12.7,13.0,10.9,11.0,10,"{""third"": 10}",third,1.0,"{""free_verse_or_narrative"": 10}",free_verse_or_narrative,1.0,0.9,1.0,0,0.0,0.0,7.0,7.0,6.1,6.0,"{""present"": 10}",present,1.0,9.4,9.0,1,0.7557,0.7495,157.5,160.0
Model C,poem,lt10,"{""yes"": 10}",yes,1.0,"{""light_dark"": 5, ""nature"": 4, ""seasons_time"": 1}",light_dark,0.5,"{""serene"": 7, ""wistful"": 3}",serene,0.7,"{""none_detected"": 8, ""creation"": 1, ""loss"": 1}",none_detected,0.8,"{""natural"": 10}",natural,1.0,"{""neutral_or_unclear"": 8, ""positive"": 1, ""negative"": 1}",neutral_or_unclear,0.8,"{""whispers of"": 8, ""here's a"": 1, ""beneath the"": 1}",whispers of,0.8,0.2,0.0,"{""whispers"": 8, ""here's"": 1, ""beneath"": 1}",whispers,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8.4,9.0,10,"{""none_detected"": 5, ""third"": 4, ""first"": 1}",none_detected,0.5,"{""rhyme_heavy"": 9, ""lyric_or_imagistic"": 1}",rhyme_heavy,0.9,0.0,0.0,0,0.0,0.0,3.7,4.0,2.1,2.0,"{""present"": 10}",present,1.0,0.6,0.5,0,0.8816,0.8959,47.2,48.0
Model C,poem,lt5,"{""yes"": 10}",yes,1.0,"{""nature"": 6, ""light_dark"": 4}",nature,0.6,"{""serene"": 4, ""eerie"": 4, ""wistful"": 1, ""inspirational"": 1}",serene,0.4,"{""none_detected"": 8, ""discovery"": 1, ""loss"": 1}",none_detected,0.8,"{""natural"": 8, ""cosmic"": 2}",natural,0.8,"{""neutral_or_unclear"": 8, ""negative"": 2}",neutral_or_unclear,0.8,"{""moonlight spills"": 8, ""beneath the"": 2}",moonlight spills,0.8,0.0,0.0,"{""moonlight"": 8, ""beneath"": 2}",moonlight,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.9,4.0,10,"{""third"": 5, ""none_detected"": 5}",third,0.5,"{""rhyme_heavy"": 9, ""lyric_or_imagistic"": 1}",rhyme_heavy,0.9,0.0,0.0,0,0.0,0.0,1.4,1.0,1.0,1.0,"{""present"": 10}",present,1.0,0.5,0.5,0,0.9774,1.0,20.3,20.0
Model C,poem,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""nature"": 6, ""light_dark"": 3, ""seasons_time"": 1}",nature,0.6,"{""serene"": 10}",serene,1.0,"{""none_detected"": 4, ""loss"": 4, ""escape"": 1, ""creation"": 1}",none_detected,0.4,"{""natural"": 7, ""domestic"": 2, ""none_detected"": 1}",natural,0.7,"{""twist_or_turn"": 3, ""neutral_or_unclear"": 3, ""positive"": 2, ""bittersweet"": 1, ""negative"": 1}",twist_or_turn,0.3,"{""whispers of"": 8, ""threads of"": 1, ""hours of"": 1}",whispers of,0.8,2.1,1.0,"{""whispers"": 8, ""threads"": 1, ""hours"": 1}",whispers,0.8,0.6,0.5,0.0,0.0,0.0,0.0,17.8,17.0,10,"{""third"": 4, ""first"": 4, ""second"": 1, ""mixed"": 1}",third,0.4,"{""rhyme_heavy"": 7, ""lyric_or_imagistic"": 3}",rhyme_heavy,0.7,0.0,0.0,0,0.7,0.5,4.7,5.0,5.8,5.0,"{""present"": 10}",present,1.0,2.0,2.0,0,0.7803,0.7766,110.2,106.5
Model C,story,lt10,"{""yes"": 10}",yes,1.0,"{""light_dark"": 5, ""nature"": 2, ""memory"": 2, ""seasons_time"": 1}",light_dark,0.5,"{""romantic"": 3, ""melancholic"": 2, ""adventurous"": 2, ""wistful"": 1, ""inspirational"": 1, ""serene"": 1}",romantic,0.3,"{""loss"": 6, ""discovery"": 2, ""creation"": 1, ""observation"": 1}",loss,0.6,"{""natural"": 7, ""domestic"": 3}",natural,0.7,"{""positive"": 5, ""bittersweet"": 2, ""neutral_or_unclear"": 2, ""twist_or_turn"": 1}",positive,0.5,"{""the lighthouse"": 10}",the lighthouse,1.0,1.0,1.0,"{""the"": 10}",the,1.0,0.7,0.5,0.0,0.0,0.0,0.0,3.8,4.0,10,"{""third"": 10}",third,1.0,"{""free_verse_or_narrative"": 8, ""not_poem_like"": 2}",free_verse_or_narrative,0.8,0.0,0.0,0.1,0.3,0.0,7.2,7.0,3.8,4.0,"{""mixed"": 7, ""past"": 3}",mixed,0.7,12.6,12.0,0,0.705,0.6949,134.6,137.0
Model C,story,lt5,"{""yes"": 8, ""no"": 2}",yes,0.8,"{""light_dark"": 4, ""seasons_time"": 2, ""ocean_water"": 2, ""nature"": 1, ""memory"": 1}",light_dark,0.4,"{""inspirational"": 3, ""melancholic"": 2, ""eerie"": 2, ""serene"": 2, ""wistful"": 1}",inspirational,0.3,"{""discovery"": 3, ""observation"": 2, ""loss"": 2, ""transformation"": 1, ""reunion"": 1, ""survival"": 1}",discovery,0.3,"{""natural"": 5, ""domestic"": 5}",natural,0.5,"{""positive"": 6, ""neutral_or_unclear"": 3, ""bittersweet"": 1}",positive,0.6,"{""the lighthouse"": 10}",the lighthouse,1.0,0.8,1.0,"{""the"": 10}",the,1.0,0.6,0.5,0.0,0.0,0.0,0.0,1.0,1.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,0.0,0.0,0.1,0.5,0.5,3.7,3.5,1.0,1.0,"{""past"": 7, ""mixed"": 3}",past,0.7,6.5,6.5,0,0.8078,0.8137,69.0,70.0
Model C,story,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""light_dark"": 4, ""memory"": 3, ""seasons_time"": 2, ""nature"": 1}",light_dark,0.4,"{""wistful"": 5, ""serene"": 3, ""inspirational"": 1, ""eerie"": 1}",wistful,0.5,"{""loss"": 8, ""observation"": 1, ""discovery"": 1}",loss,0.8,"{""domestic"": 6, ""natural"": 3, ""historical"": 1}",domestic,0.6,"{""negative"": 2, ""positive"": 2, ""bittersweet"": 2, ""twist_or_turn"": 2, ""unresolved"": 1, ""neutral_or_unclear"": 1}",negative,0.2,"{""the lighthouse"": 9, ""the last"": 1}",the lighthouse,0.9,7.9,6.5,"{""the"": 10}",the,1.0,1.7,2.0,0.0,0.0,0.0,0.0,9.0,8.5,10,"{""third"": 8, ""first"": 2}",third,0.8,"{""free_verse_or_narrative"": 7, ""rhyme_heavy"": 3}",free_verse_or_narrative,0.7,0.0,0.0,0,3.8,4.0,14.7,14.5,9.0,8.5,"{""past"": 6, ""mixed"": 4}",past,0.6,17.3,17.5,1,0.6337,0.6452,215.1,215.0
Model D,animal,lt10,"{""yes"": 10}",yes,1.0,"{""light_dark"": 5, ""nature"": 4, ""body"": 1}",light_dark,0.5,"{""serene"": 9, ""melancholic"": 1}",serene,0.9,"{""observation"": 4, ""none_detected"": 2, ""discovery"": 2, ""creation"": 1, ""reunion"": 1}",observation,0.4,"{""natural"": 10}",natural,1.0,"{""neutral_or_unclear"": 5, ""positive"": 4, ""bittersweet"": 1}",neutral_or_unclear,0.5,"{""the velvet"": 4, ""the velken"": 3, ""the velk"": 2, ""the velowed"": 1}",the velvet,0.4,0.0,0.0,"{""the"": 10}",the,1.0,1.6,1.5,2.7,2.5,4.6,5.0,2.0,2.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,1.2,1.0,0,0.0,0.0,7.1,7.5,2.0,2.0,"{""present"": 10}",present,1.0,9.1,9.0,0,0.7332,0.7415,134.4,133.0
Model D,animal,lt5,"{""yes"": 10}",yes,1.0,"{""light_dark"": 7, ""body"": 2, ""nature"": 1}",light_dark,0.7,"{""serene"": 5, ""eerie"": 3, ""melancholic"": 2}",serene,0.5,"{""none_detected"": 8, ""loss"": 1, ""discovery"": 1}",none_detected,0.8,"{""natural"": 5, ""none_detected"": 3, ""domestic"": 2}",natural,0.5,"{""neutral_or_unclear"": 6, ""negative"": 2, ""positive"": 2}",neutral_or_unclear,0.6,"{""the velvet"": 6, ""the velk"": 2, ""the velken"": 1, ""the veilfox"": 1}",the velvet,0.6,0.0,0.0,"{""the"": 10}",the,1.0,1.1,1.0,2.1,2.0,2.9,3.0,2.0,2.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,0.4,0.0,0,0.0,0.0,3.9,4.0,2.0,2.0,"{""present"": 10}",present,1.0,7.4,7.5,0,0.7831,0.7774,80.8,80.0
Model D,animal,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""light_dark"": 4, ""body"": 3, ""nature"": 3}",light_dark,0.4,"{""serene"": 6, ""melancholic"": 3, ""wistful"": 1}",serene,0.6,"{""observation"": 4, ""none_detected"": 3, ""creation"": 2, ""reunion"": 1}",observation,0.4,"{""natural"": 10}",natural,1.0,"{""neutral_or_unclear"": 5, ""negative"": 2, ""bittersweet"": 1, ""twist_or_turn"": 1, ""positive"": 1}",neutral_or_unclear,0.5,"{""the velvet"": 2, ""the velkhorn"": 1, ""the velvethorn"": 1, ""the velorn"": 1, ""the velken"": 1, ""the velk"": 1, ""the velhorn"": 1, ""the velchorn"": 1, ""the velkori"": 1}",the velvet,0.2,0.3,0.0,"{""the"": 10}",the,1.0,1.9,2.0,5.2,4.5,17.5,18.5,19.9,20.0,10,"{""third"": 10}",third,1.0,"{""free_verse_or_narrative"": 10}",free_verse_or_narrative,1.0,1.5,1.5,0,0.3,0.0,5.4,4.0,14.3,14.0,"{""present"": 10}",present,1.0,8.3,7.0,0,0.7353,0.7352,188.3,182.0
Model D,poem,lt10,"{""yes"": 10}",yes,1.0,"{""nature"": 8, ""light_dark"": 2}",nature,0.8,"{""serene"": 10}",serene,1.0,"{""none_detected"": 9, ""loss"": 1}",none_detected,0.9,"{""natural"": 10}",natural,1.0,"{""positive"": 4, ""neutral_or_unclear"": 3, ""negative"": 2, ""bittersweet"": 1}",positive,0.4,"{""here's a"": 5, ""here is"": 5}",here's a,0.5,0.8,0.5,"{""here's"": 5, ""here"": 5}",here's,0.5,0.0,0.0,0.0,0.0,0.0,0.0,7.7,8.0,10,"{""none_detected"": 4, ""first"": 4, ""mixed"": 1, ""third"": 1}",none_detected,0.4,"{""rhyme_heavy"": 9, ""lyric_or_imagistic"": 1}",rhyme_heavy,0.9,0.0,0.0,0,0.1,0.0,2.7,3.0,3.0,3.0,"{""present"": 10}",present,1.0,0.1,0.0,0,0.7802,0.7848,45.3,44.5
Model D,poem,lt5,"{""yes"": 10}",yes,1.0,"{""light_dark"": 9, ""nature"": 1}",light_dark,0.9,"{""serene"": 6, ""melancholic"": 2, ""inspirational"": 1, ""romantic"": 1}",serene,0.6,"{""none_detected"": 8, ""loss"": 2}",none_detected,0.8,"{""natural"": 10}",natural,1.0,"{""bittersweet"": 3, ""neutral_or_unclear"": 3, ""negative"": 2, ""positive"": 2}",bittersweet,0.3,"{""here is"": 10}",here is,1.0,1.0,0.5,"{""here"": 10}",here,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.0,10,"{""none_detected"": 5, ""first"": 4, ""mixed"": 1}",none_detected,0.5,"{""rhyme_heavy"": 8, ""lyric_or_imagistic"": 2}",rhyme_heavy,0.8,0.0,0.0,0,0.1,0.0,1.0,1.0,2.0,2.0,"{""present"": 10}",present,1.0,0.0,0.0,0,0.8663,0.8654,27.6,27.0
Model D,poem,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""light_dark"": 9, ""body"": 1}",light_dark,0.9,"{""serene"": 5, ""melancholic"": 5}",serene,0.5,"{""loss"": 6, ""discovery"": 3, ""escape"": 1}",loss,0.6,"{""cosmic"": 7, ""domestic"": 2, ""none_detected"": 1}",cosmic,0.7,"{""positive"": 4, ""unresolved"": 2, ""negative"": 2, ""neutral_or_unclear"": 1, ""bittersweet"": 1}",positive,0.4,"{""the space"": 10}",the space,1.0,2.8,3.0,"{""the"": 10}",the,1.0,0.6,0.5,0.0,0.0,0.0,0.0,29.4,30.0,10,"{""first"": 4, ""mixed"": 3, ""third"": 2, ""second"": 1}",first,0.4,"{""lyric_or_imagistic"": 9, ""rhyme_heavy"": 1}",lyric_or_imagistic,0.9,0.0,0.0,0,2.2,2.0,6.2,6.5,8.0,8.0,"{""present"": 10}",present,1.0,3.7,3.5,0,0.7196,0.7115,106.8,105.5
Model D,story,lt10,"{""yes"": 9, ""no"": 1}",yes,0.9,"{""light_dark"": 9, ""memory"": 1}",light_dark,0.9,"{""serene"": 5, ""adventurous"": 2, ""romantic"": 1, ""melancholic"": 1, ""none_detected"": 1}",serene,0.5,"{""discovery"": 5, ""loss"": 4, ""observation"": 1}",discovery,0.5,"{""domestic"": 5, ""historical"": 3, ""natural"": 2}",domestic,0.5,"{""positive"": 3, ""bittersweet"": 3, ""negative"": 2, ""neutral_or_unclear"": 2}",positive,0.3,"{""the last"": 6, ""here is"": 4}",the last,0.6,1.3,0.5,"{""the"": 6, ""here"": 4}",the,0.6,3.2,3.5,0.0,0.0,0.0,0.0,2.7,2.5,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 5, ""free_verse_or_narrative"": 5}",not_poem_like,0.5,0.0,0.0,0,0.3,0.0,7.8,8.0,2.7,2.5,"{""past"": 7, ""mixed"": 3}",past,0.7,11.1,10.0,0,0.7017,0.7024,135.9,131.5
