blind_model,prompt_category,length_condition,constraint_compliant_heuristic_counts,constraint_compliant_heuristic_top,constraint_compliant_heuristic_top_share,dominant_imagery_heuristic_counts,dominant_imagery_heuristic_top,dominant_imagery_heuristic_top_share,dominant_mood_heuristic_counts,dominant_mood_heuristic_top,dominant_mood_heuristic_top_share,dominant_plot_arc_heuristic_counts,dominant_plot_arc_heuristic_top,dominant_plot_arc_heuristic_top_share,dominant_setting_heuristic_counts,dominant_setting_heuristic_top,dominant_setting_heuristic_top_share,ending_valence_heuristic_counts,ending_valence_heuristic_top,ending_valence_heuristic_top_share,first_bigram_counts,first_bigram_top,first_bigram_top_share,first_person_pronouns_mean,first_person_pronouns_median,first_word_counts,first_word_top,first_word_top_share,formulaicness_score_heuristic_mean,formulaicness_score_heuristic_median,hybrid_entity_candidate_count_mean,hybrid_entity_candidate_count_median,invented_entity_candidate_count_mean,invented_entity_candidate_count_median,line_count_nonempty_mean,line_count_nonempty_median,n,person_heuristic_counts,person_heuristic_top,person_heuristic_top_share,poetic_mode_heuristic_counts,poetic_mode_heuristic_top,poetic_mode_heuristic_top_share,real_animal_count_mean,real_animal_count_median,refusal_like_rate,second_person_pronouns_mean,second_person_pronouns_median,sentence_count_heuristic_mean,sentence_count_heuristic_median,stanza_count_heuristic_mean,stanza_count_heuristic_median,tense_heuristic_counts,tense_heuristic_top,tense_heuristic_top_share,third_person_pronouns_mean,third_person_pronouns_median,truncated_400ish_rate,type_token_ratio_mean,type_token_ratio_median,word_count_mean,word_count_median
Model D,story,lt5,"{""yes"": 10}",yes,1.0,"{""memory"": 5, ""body"": 3, ""light_dark"": 2}",memory,0.5,"{""adventurous"": 4, ""serene"": 2, ""inspirational"": 2, ""romantic"": 1, ""wistful"": 1}",adventurous,0.4,"{""discovery"": 8, ""loss"": 2}",discovery,0.8,"{""domestic"": 7, ""historical"": 2, ""natural"": 1}",domestic,0.7,"{""negative"": 4, ""neutral_or_unclear"": 3, ""bittersweet"": 1, ""unresolved"": 1, ""positive"": 1}",negative,0.4,"{""here is"": 10}",here is,1.0,0.1,0.0,"{""here"": 10}",here,1.0,1.7,2.0,0.0,0.0,0.0,0.0,2.0,2.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,0.0,0.0,0,0.6,0.0,3.7,4.0,2.0,2.0,"{""past"": 5, ""mixed"": 5}",past,0.5,6.5,7.0,0,0.7785,0.7849,84.3,82.5
Model D,story,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""light_dark"": 6, ""nature"": 2, ""body"": 1, ""seasons_time"": 1}",light_dark,0.6,"{""serene"": 7, ""wistful"": 3}",serene,0.7,"{""observation"": 6, ""loss"": 2, ""discovery"": 2}",observation,0.6,"{""domestic"": 8, ""historical"": 1, ""natural"": 1}",domestic,0.8,"{""positive"": 4, ""bittersweet"": 3, ""neutral_or_unclear"": 1, ""twist_or_turn"": 1, ""negative"": 1}",positive,0.4,"{""the last"": 10}",the last,1.0,0.7,0.5,"{""the"": 10}",the,1.0,2.9,2.5,0.0,0.0,0.0,0.0,15.7,16.0,10,"{""third"": 10}",third,1.0,"{""free_verse_or_narrative"": 7, ""rhyme_heavy"": 3}",free_verse_or_narrative,0.7,0.0,0.0,0,1.5,1.5,20.2,20.0,15.6,16.0,"{""past"": 7, ""mixed"": 3}",past,0.7,20.7,21.0,0,0.6575,0.6577,206.7,202.0
Model E,animal,lt10,"{""yes"": 10}",yes,1.0,"{""light_dark"": 6, ""nature"": 4}",light_dark,0.6,"{""serene"": 8, ""melancholic"": 1, ""inspirational"": 1}",serene,0.8,"{""none_detected"": 7, ""survival"": 3}",none_detected,0.7,"{""natural"": 10}",natural,1.0,"{""neutral_or_unclear"": 5, ""positive"": 3, ""twist_or_turn"": 2}",neutral_or_unclear,0.5,"{""the glimmerfox"": 4, ""the emberfox"": 2, ""the glimmer"": 1, ""the lumifawn"": 1, ""the lantern"": 1, ""meet the"": 1}",the glimmerfox,0.4,0.0,0.0,"{""the"": 9, ""meet"": 1}",the,0.9,1.3,1.0,1.3,1.0,3.4,4.0,3.8,3.5,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 5, ""free_verse_or_narrative"": 4, ""rhyme_heavy"": 1}",not_poem_like,0.5,0.2,0.0,0,0.0,0.0,6.4,6.5,1.0,1.0,"{""present"": 10}",present,1.0,7.0,7.5,0,0.788,0.8011,94.5,93.0
Model E,animal,lt5,"{""yes"": 10}",yes,1.0,"{""nature"": 6, ""light_dark"": 4}",nature,0.6,"{""serene"": 7, ""melancholic"": 2, ""romantic"": 1}",serene,0.7,"{""none_detected"": 6, ""loss"": 2, ""discovery"": 1, ""creation"": 1}",none_detected,0.6,"{""natural"": 9, ""none_detected"": 1}",natural,0.9,"{""neutral_or_unclear"": 6, ""positive"": 2, ""negative"": 2}",neutral_or_unclear,0.6,"{""the glimmerfox"": 4, ""the glimfox"": 2, ""the lumafox"": 1, ""meet the"": 1, ""i created"": 1, ""the glimberfox"": 1}",the glimmerfox,0.4,0.1,0.0,"{""the"": 8, ""meet"": 1, ""i"": 1}",the,0.8,1.6,1.5,0.7,0.5,1.5,1.0,1.0,1.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,0.0,0.0,0,0.0,0.0,3.2,3.0,1.0,1.0,"{""present"": 10}",present,1.0,2.8,3.0,0,0.8477,0.8317,52.2,53.0
Model E,animal,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""light_dark"": 9, ""nature"": 1}",light_dark,0.9,"{""serene"": 10}",serene,1.0,"{""none_detected"": 3, ""transformation"": 2, ""survival"": 2, ""loss"": 1, ""escape"": 1, ""creation"": 1}",none_detected,0.3,"{""natural"": 9, ""cosmic"": 1}",natural,0.9,"{""neutral_or_unclear"": 5, ""positive"": 3, ""bittersweet"": 1, ""twist_or_turn"": 1}",neutral_or_unclear,0.5,"{""here's an"": 10}",here's an,1.0,0.7,1.0,"{""here's"": 10}",here's,1.0,2.1,2.0,3.4,3.5,9.7,10.0,8.8,10.0,10,"{""third"": 10}",third,1.0,"{""free_verse_or_narrative"": 6, ""rhyme_heavy"": 4}",free_verse_or_narrative,0.6,0.7,1.0,0,0.7,1.0,8.1,8.0,5.4,5.0,"{""present"": 10}",present,1.0,9.5,9.0,0,0.7229,0.7308,163.1,162.0
Model E,poem,lt10,"{""yes"": 10}",yes,1.0,"{""nature"": 7, ""light_dark"": 3}",nature,0.7,"{""serene"": 7, ""inspirational"": 2, ""melancholic"": 1}",serene,0.7,"{""discovery"": 4, ""none_detected"": 3, ""loss"": 1, ""creation"": 1, ""escape"": 1}",discovery,0.4,"{""natural"": 10}",natural,1.0,"{""neutral_or_unclear"": 4, ""negative"": 3, ""bittersweet"": 1, ""twist_or_turn"": 1, ""positive"": 1}",neutral_or_unclear,0.4,"{""moonlight drifts"": 3, ""moonlight spills"": 3, ""moonlight threads"": 1, ""beneath the"": 1, ""moonlight folds"": 1, ""moonlight gathers"": 1}",moonlight drifts,0.3,0.1,0.0,"{""moonlight"": 9, ""beneath"": 1}",moonlight,0.9,0.1,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10,"{""none_detected"": 6, ""third"": 3, ""first"": 1}",none_detected,0.6,"{""rhyme_heavy"": 8, ""lyric_or_imagistic"": 1, ""free_verse_or_narrative"": 1}",rhyme_heavy,0.8,0.0,0.0,0,0.0,0.0,3.3,3.0,1.1,1.0,"{""present"": 10}",present,1.0,0.6,0.0,0,0.8891,0.866,46.5,44.5
Model E,poem,lt5,"{""yes"": 10}",yes,1.0,"{""nature"": 6, ""light_dark"": 4}",nature,0.6,"{""serene"": 5, ""inspirational"": 4, ""melancholic"": 1}",serene,0.5,"{""none_detected"": 7, ""reunion"": 2, ""escape"": 1}",none_detected,0.7,"{""natural"": 10}",natural,1.0,"{""neutral_or_unclear"": 7, ""positive"": 3}",neutral_or_unclear,0.7,"{""moonlight drifts"": 4, ""moonlight stitches"": 2, ""moonlight spills"": 2, ""morning spills"": 1, ""moonlight rests"": 1}",moonlight drifts,0.4,0.0,0.0,"{""moonlight"": 9, ""morning"": 1}",moonlight,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10,"{""none_detected"": 9, ""second"": 1}",none_detected,0.9,"{""rhyme_heavy"": 9, ""lyric_or_imagistic"": 1}",rhyme_heavy,0.9,0.0,0.0,0,0.1,0.0,1.5,1.5,1.0,1.0,"{""present"": 10}",present,1.0,0.0,0.0,0,0.9646,0.9583,23.4,23.0
Model E,poem,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""light_dark"": 6, ""nature"": 4}",light_dark,0.6,"{""melancholic"": 5, ""serene"": 4, ""wistful"": 1}",melancholic,0.5,"{""none_detected"": 3, ""escape"": 3, ""loss"": 2, ""transformation"": 1, ""discovery"": 1}",none_detected,0.3,"{""natural"": 9, ""domestic"": 1}",natural,0.9,"{""negative"": 8, ""neutral_or_unclear"": 1, ""bittersweet"": 1}",negative,0.8,"{""of course"": 5, ""sure here's"": 4, ""moonlight spills"": 1}",of course,0.5,2.1,2.0,"{""of"": 5, ""sure"": 4, ""moonlight"": 1}",of,0.5,0.8,0.5,0.0,0.0,0.0,0.0,19.9,20.0,10,"{""third"": 6, ""first"": 3, ""none_detected"": 1}",third,0.6,"{""rhyme_heavy"": 8, ""lyric_or_imagistic"": 2}",rhyme_heavy,0.8,0.0,0.0,0,1.2,1.0,5.4,5.0,6.2,6.5,"{""present"": 10}",present,1.0,2.4,2.5,0,0.7684,0.7611,119.8,118.5
Model E,story,lt10,"{""yes"": 10}",yes,1.0,"{""nature"": 6, ""seasons_time"": 2, ""light_dark"": 1, ""memory"": 1}",nature,0.6,"{""serene"": 3, ""wistful"": 3, ""melancholic"": 2, ""adventurous"": 1, ""eerie"": 1}",serene,0.3,"{""discovery"": 10}",discovery,1.0,"{""natural"": 5, ""domestic"": 4, ""urban"": 1}",natural,0.5,"{""positive"": 4, ""twist_or_turn"": 3, ""negative"": 2, ""bittersweet"": 1}",positive,0.4,"{""on the"": 7, ""at the"": 2, ""at midnight"": 1}",on the,0.7,0.1,0.0,"{""on"": 7, ""at"": 3}",on,0.7,1.9,2.0,0.0,0.0,0.0,0.0,7.2,7.0,10,"{""third"": 10}",third,1.0,"{""free_verse_or_narrative"": 9, ""rhyme_heavy"": 1}",free_verse_or_narrative,0.9,0.0,0.0,0,0.2,0.0,6.9,7.0,1.0,1.0,"{""past"": 10}",past,1.0,12.4,12.5,0,0.6676,0.6706,148.0,150.5
Model E,story,lt5,"{""yes"": 10}",yes,1.0,"{""nature"": 6, ""light_dark"": 3, ""memory"": 1}",nature,0.6,"{""wistful"": 5, ""melancholic"": 2, ""adventurous"": 1, ""eerie"": 1, ""serene"": 1}",wistful,0.5,"{""discovery"": 9, ""loss"": 1}",discovery,0.9,"{""domestic"": 5, ""natural"": 3, ""urban"": 2}",domestic,0.5,"{""positive"": 5, ""negative"": 4, ""twist_or_turn"": 1}",positive,0.5,"{""at dusk"": 4, ""at dawn"": 3, ""on the"": 2, ""at midnight"": 1}",at dusk,0.4,0.0,0.0,"{""at"": 8, ""on"": 2}",at,0.8,1.2,1.0,0.0,0.0,0.0,0.0,1.3,1.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 9, ""free_verse_or_narrative"": 1}",not_poem_like,0.9,0.0,0.0,0,0.1,0.0,3.5,4.0,1.0,1.0,"{""past"": 10}",past,1.0,7.9,7.5,0,0.7577,0.7542,82.1,84.0
Model E,story,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""nature"": 6, ""memory"": 2, ""body"": 1, ""light_dark"": 1}",nature,0.6,"{""wistful"": 5, ""serene"": 3, ""inspirational"": 1, ""romantic"": 1}",wistful,0.5,"{""discovery"": 4, ""observation"": 3, ""loss"": 2, ""escape"": 1}",discovery,0.4,"{""natural"": 9, ""urban"": 1}",natural,0.9,"{""twist_or_turn"": 5, ""neutral_or_unclear"": 2, ""negative"": 1, ""bittersweet"": 1, ""positive"": 1}",twist_or_turn,0.5,"{""on the"": 6, ""the lanterns"": 1, ""at the"": 1, ""of course"": 1, ""the rain"": 1}",on the,0.6,1.0,0.5,"{""on"": 6, ""the"": 2, ""at"": 1, ""of"": 1}",on,0.6,3.3,3.0,0.0,0.0,0.0,0.0,16.2,16.0,10,"{""third"": 10}",third,1.0,"{""free_verse_or_narrative"": 10}",free_verse_or_narrative,1.0,0.0,0.0,0,2.4,2.0,25.4,25.5,16.1,16.0,"{""past"": 9, ""mixed"": 1}",past,0.9,23.6,24.0,0.8,0.5942,0.5926,320.4,321.5
Model F,animal,lt10,"{""yes"": 10}",yes,1.0,"{""light_dark"": 6, ""nature"": 4}",light_dark,0.6,"{""serene"": 10}",serene,1.0,"{""discovery"": 3, ""none_detected"": 3, ""survival"": 2, ""reunion"": 1, ""escape"": 1}",discovery,0.3,"{""natural"": 10}",natural,1.0,"{""neutral_or_unclear"": 6, ""positive"": 3, ""twist_or_turn"": 1}",neutral_or_unclear,0.6,"{""the flutterwing"": 4, ""the glimmerwing"": 3, ""the lumimoth"": 1, ""the luminox"": 1, ""the whisperwing"": 1}",the flutterwing,0.4,0.0,0.0,"{""the"": 10}",the,1.0,2.5,2.5,2.8,2.5,4.3,5.0,2.0,2.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,0.7,1.0,0,0.0,0.0,6.8,7.0,2.0,2.0,"{""present"": 10}",present,1.0,7.5,7.5,0,0.7339,0.7315,131.5,130.5
Model F,animal,lt5,"{""yes"": 9, ""no"": 1}",yes,0.9,"{""light_dark"": 7, ""nature"": 2, ""body"": 1}",light_dark,0.7,"{""serene"": 9, ""melancholic"": 1}",serene,0.9,"{""none_detected"": 7, ""survival"": 2, ""transformation"": 1}",none_detected,0.7,"{""natural"": 8, ""domestic"": 1, ""none_detected"": 1}",natural,0.8,"{""positive"": 4, ""neutral_or_unclear"": 4, ""twist_or_turn"": 2}",positive,0.4,"{""the lumimoth"": 4, ""the glimmerwing"": 3, ""the glimmerwhisk"": 1, ""the luminox"": 1, ""the whisperwhisk"": 1}",the lumimoth,0.4,0.0,0.0,"{""the"": 10}",the,1.0,1.1,1.0,1.6,1.5,2.7,3.0,2.0,2.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,0.8,1.0,0,0.1,0.0,4.1,4.0,2.0,2.0,"{""present"": 10}",present,1.0,5.2,5.0,0,0.7765,0.7884,85.0,85.0
Model F,animal,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""light_dark"": 9, ""body"": 1}",light_dark,0.9,"{""serene"": 10}",serene,1.0,"{""discovery"": 5, ""none_detected"": 3, ""transformation"": 1, ""loss"": 1}",discovery,0.5,"{""natural"": 5, ""cosmic"": 2, ""domestic"": 2, ""none_detected"": 1}",natural,0.5,"{""neutral_or_unclear"": 5, ""bittersweet"": 2, ""positive"": 2, ""negative"": 1}",neutral_or_unclear,0.5,"{""the luminox"": 6, ""the glimmerwing"": 1, ""the lumimoth"": 1, ""the whisperwhisk"": 1, ""the shimmerwhisk"": 1}",the luminox,0.6,0.0,0.0,"{""the"": 10}",the,1.0,3.4,3.0,3.3,2.5,15.7,16.0,13.3,14.0,10,"{""third"": 10}",third,1.0,"{""free_verse_or_narrative"": 8, ""rhyme_heavy"": 2}",free_verse_or_narrative,0.8,0.9,1.0,0,0.0,0.0,8.2,8.0,5.8,6.0,"{""present"": 10}",present,1.0,9.1,9.5,0,0.7456,0.7436,186.1,182.5
Model F,poem,lt10,"{""yes"": 10}",yes,1.0,"{""light_dark"": 6, ""nature"": 4}",light_dark,0.6,"{""serene"": 9, ""inspirational"": 1}",serene,0.9,"{""none_detected"": 4, ""transformation"": 2, ""loss"": 1, ""discovery"": 1, ""escape"": 1, ""creation"": 1}",none_detected,0.4,"{""natural"": 10}",natural,1.0,"{""neutral_or_unclear"": 7, ""positive"": 2, ""bittersweet"": 1}",neutral_or_unclear,0.7,"{""whispers the"": 2, ""whispers of"": 2, ""whispers morning"": 2, ""whisper of"": 1, ""morning light"": 1, ""whispers autumn"": 1, ""silent snow"": 1}",whispers the,0.2,0.6,0.0,"{""whispers"": 7, ""whisper"": 1, ""morning"": 1, ""silent"": 1}",whispers,0.7,0.1,0.0,0.0,0.0,0.0,0.0,7.4,7.0,10,"{""none_detected"": 5, ""first"": 4, ""third"": 1}",none_detected,0.5,"{""lyric_or_imagistic"": 5, ""rhyme_heavy"": 5}",lyric_or_imagistic,0.5,0.0,0.0,0,0.0,0.0,1.9,2.0,2.0,2.0,"{""present"": 10}",present,1.0,0.1,0.0,0,0.9204,0.9161,40.2,41.0
Model F,poem,lt5,"{""yes"": 10}",yes,1.0,"{""light_dark"": 5, ""nature"": 3, ""body"": 1, ""memory"": 1}",light_dark,0.5,"{""eerie"": 5, ""serene"": 4, ""wistful"": 1}",eerie,0.5,"{""none_detected"": 6, ""escape"": 2, ""discovery"": 1, ""loss"": 1}",none_detected,0.6,"{""natural"": 6, ""cosmic"": 3, ""historical"": 1}",natural,0.6,"{""neutral_or_unclear"": 7, ""positive"": 1, ""bittersweet"": 1, ""negative"": 1}",neutral_or_unclear,0.7,"{""whisper moonlight"": 4, ""whisper stars"": 2, ""whispers of"": 1, ""morning light"": 1, ""moonlight silver"": 1, ""whisper autumn"": 1}",whisper moonlight,0.4,0.2,0.0,"{""whisper"": 7, ""whispers"": 1, ""morning"": 1, ""moonlight"": 1}",whisper,0.7,0.1,0.0,0.0,0.0,0.0,0.0,4.2,4.0,10,"{""none_detected"": 7, ""first"": 2, ""third"": 1}",none_detected,0.7,"{""lyric_or_imagistic"": 6, ""rhyme_heavy"": 4}",lyric_or_imagistic,0.6,0.0,0.0,0,0.0,0.0,1.1,1.0,2.0,2.0,"{""present"": 10}",present,1.0,0.1,0.0,0,0.9766,1.0,18.9,18.0
Model F,poem,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""nature"": 6, ""light_dark"": 4}",nature,0.6,"{""serene"": 10}",serene,1.0,"{""escape"": 5, ""discovery"": 3, ""loss"": 1, ""creation"": 1}",escape,0.5,"{""natural"": 9, ""domestic"": 1}",natural,0.9,"{""positive"": 6, ""neutral_or_unclear"": 2, ""negative"": 1, ""bittersweet"": 1}",positive,0.6,"{""whispers of"": 9, ""quiet morning"": 1}",whispers of,0.9,2.5,2.5,"{""whispers"": 9, ""quiet"": 1}",whispers,0.9,0.3,0.0,0.0,0.0,0.0,0.0,16.6,17.0,10,"{""first"": 5, ""third"": 3, ""mixed"": 1, ""second"": 1}",first,0.5,"{""rhyme_heavy"": 10}",rhyme_heavy,1.0,0.0,0.0,0,0.5,0.0,3.9,4.0,4.9,5.0,"{""present"": 10}",present,1.0,1.6,2.0,0,0.7658,0.7673,103.0,104.0
Model F,story,lt10,"{""yes"": 10}",yes,1.0,"{""memory"": 8, ""nature"": 1, ""light_dark"": 1}",memory,0.8,"{""romantic"": 3, ""wistful"": 3, ""melancholic"": 2, ""inspirational"": 1, ""serene"": 1}",romantic,0.3,"{""discovery"": 5, ""loss"": 5}",discovery,0.5,"{""domestic"": 5, ""none_detected"": 2, ""urban"": 1, ""natural"": 1, ""historical"": 1}",domestic,0.5,"{""positive"": 5, ""negative"": 4, ""bittersweet"": 1}",positive,0.5,"{""the last"": 8, ""the lost"": 2}",the last,0.8,0.3,0.0,"{""the"": 10}",the,1.0,1.9,1.5,0.0,0.0,0.0,0.0,2.0,2.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,0.0,0.0,0,0.3,0.0,6.6,7.0,2.0,2.0,"{""mixed"": 7, ""past"": 3}",mixed,0.7,13.6,13.5,0,0.6973,0.6892,147.2,147.0
Model F,story,lt5,"{""no"": 5, ""yes"": 5}",no,0.5,"{""memory"": 5, ""light_dark"": 3, ""seasons_time"": 1, ""body"": 1}",memory,0.5,"{""serene"": 3, ""adventurous"": 2, ""romantic"": 2, ""wistful"": 1, ""melancholic"": 1, ""inspirational"": 1}",serene,0.3,"{""loss"": 5, ""discovery"": 5}",loss,0.5,"{""domestic"": 6, ""natural"": 3, ""historical"": 1}",domestic,0.6,"{""positive"": 4, ""negative"": 3, ""bittersweet"": 1, ""twist_or_turn"": 1, ""neutral_or_unclear"": 1}",positive,0.4,"{""the last"": 5, ""the lighthouse"": 4, ""the lost"": 1}",the last,0.5,0.5,0.0,"{""the"": 10}",the,1.0,1.9,2.0,0.0,0.0,0.0,0.0,2.0,2.0,10,"{""third"": 10}",third,1.0,"{""not_poem_like"": 10}",not_poem_like,1.0,0.0,0.0,0.1,0.3,0.0,4.3,4.5,2.0,2.0,"{""past"": 6, ""mixed"": 4}",past,0.6,9.0,9.0,0,0.7523,0.7669,108.5,108.0
Model F,story,open,"{""not_applicable"": 10}",not_applicable,1.0,"{""memory"": 5, ""seasons_time"": 3, ""body"": 2}",memory,0.5,"{""wistful"": 4, ""inspirational"": 3, ""melancholic"": 1, ""romantic"": 1, ""serene"": 1}",wistful,0.4,"{""loss"": 7, ""discovery"": 2, ""observation"": 1}",loss,0.7,"{""urban"": 5, ""natural"": 2, ""domestic"": 2, ""historical"": 1}",urban,0.5,"{""twist_or_turn"": 5, ""positive"": 3, ""bittersweet"": 2}",twist_or_turn,0.5,"{""the last"": 9, ""the lost"": 1}",the last,0.9,6.8,5.5,"{""the"": 10}",the,1.0,2.2,2.0,0.0,0.0,0.0,0.0,14.6,14.5,10,"{""third"": 8, ""first"": 2}",third,0.8,"{""free_verse_or_narrative"": 10}",free_verse_or_narrative,1.0,0.0,0.0,0,4.1,3.5,23.0,22.5,14.4,14.5,"{""mixed"": 5, ""past"": 5}",mixed,0.5,18.7,17.5,0.1,0.6331,0.6332,251.1,248.5
