blind_model,prompt_category,length_condition,anaphora_max_repeats_mean,anaphora_max_repeats_median,anaphora_word_top,anaphora_word_top_share,closer_ends_with_ellipsis_top,closer_ends_with_ellipsis_top_share,closer_ends_with_exclaim_top,closer_ends_with_exclaim_top_share,closer_ends_with_question_top,closer_ends_with_question_top_share,closer_is_longest_top,closer_is_longest_top_share,closer_is_shortest_top,closer_is_shortest_top_share,closer_starts_with_pivot_top,closer_starts_with_pivot_top_share,colon_count_mean,colon_count_median,constraint_compliant_alt_top,constraint_compliant_alt_top_share,ellipsis_count_mean,ellipsis_count_median,em_dash_count_mean,em_dash_count_median,ending_pivot_present_top,ending_pivot_present_top_share,first_sentence_len_mean,first_sentence_len_median,has_meta_preamble_top,has_meta_preamble_top_share,has_title_line_top,has_title_line_top_share,hedge_count_mean,hedge_count_median,intensifier_count_mean,intensifier_count_median,is_single_block_top,is_single_block_top_share,is_truncated_400ish_top,is_truncated_400ish_top_share,last_sentence_len_mean,last_sentence_len_median,line_count_nonempty_alt_mean,line_count_nonempty_alt_median,n,paragraph_count_mean,paragraph_count_median,repeated_bigram_types_mean,repeated_bigram_types_median,semicolon_count_mean,semicolon_count_median,sent_len_max_mean,sent_len_max_median,sent_len_mean_mean,sent_len_mean_median,sent_len_median_mean,sent_len_median_median,sent_len_std_mean,sent_len_std_median,sentence_count_alt_mean,sentence_count_alt_median,sentence_initial_top_word_top,sentence_initial_top_word_top_share,smart_quote_share_mean,smart_quote_share_median,very_long_sentence_share_mean,very_long_sentence_share_median,very_short_sentence_share_mean,very_short_sentence_share_median,word_count_mean,word_count_median
M3,story,lt10,1.9,2.0,the,0.6,False,1.0,False,1.0,False,1.0,False,0.7,False,0.8,False,1.0,0.9,1.0,yes,1.0,0.0,0.0,0.7,1.0,True,0.9,24.2,24.5,False,1.0,True,0.9,0.4,0.0,0.1,0.0,False,1.0,False,1.0,24.0,24.0,3.8,4.0,10,3.8,4.0,3.9,4.5,0.0,0.0,32.7,30.5,19.022,19.5714,17.6,19.0,8.1251,8.0352,7.1,7.0,the,0.9,0.0,0.0,0.1982,0.1429,0.025,0.0,134.6,137.0
M3,story,lt5,1.3,1.0,the,0.7,False,1.0,False,1.0,False,1.0,False,0.6,False,0.6,False,1.0,0.8,1.0,yes,0.8,0.0,0.0,0.1,0.0,False,0.6,21.0,23.0,False,1.0,False,1.0,0.1,0.0,0.2,0.0,True,1.0,False,1.0,19.0,21.5,1.0,1.0,10,1.0,1.0,0.7,0.5,0.0,0.0,24.8,24.5,18.6267,19.25,18.7,18.75,5.4169,4.5497,3.8,4.0,the,0.9,0.0,0.0,0.0333,0.0,0.0,0.0,69.0,70.0
M3,story,open,4.5,4.0,he,0.3,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,0.7,0.3,0.0,not_applicable,1.0,0.0,0.0,0.9,1.0,True,1.0,26.1,27.0,False,1.0,True,1.0,1.1,1.0,0.2,0.0,False,1.0,True,1.0,15.9,15.0,9.0,8.5,10,9.0,8.5,7.8,7.0,0.1,0.0,39.5,37.5,15.8732,15.6119,13.85,13.0,10.9809,11.4169,13.7,14.0,the,0.3,0.0,0.0,0.2026,0.2,0.1271,0.0871,215.1,215.0
M4,animal,lt10,2.6,3.0,it,0.9,False,1.0,False,1.0,False,1.0,False,1.0,False,0.8,False,1.0,0.0,0.0,yes,1.0,0.0,0.0,0.2,0.0,True,0.6,24.0,24.5,False,1.0,True,1.0,0.6,1.0,0.2,0.0,False,1.0,False,1.0,16.6,15.0,2.0,2.0,10,2.0,2.0,3.2,3.0,0.0,0.0,27.9,26.0,19.2698,18.3571,18.5,18.0,5.0152,4.5662,7.1,7.5,it,0.6,0.0,0.0,0.1085,0.125,0.0,0.0,134.4,133.0
M4,animal,lt5,1.3,1.0,it,0.9,False,1.0,False,1.0,False,1.0,False,1.0,True,0.7,False,1.0,0.0,0.0,yes,1.0,0.0,0.0,0.1,0.0,False,0.6,25.4,24.0,False,1.0,True,1.0,0.4,0.0,0.0,0.0,False,1.0,False,1.0,14.9,15.0,2.0,2.0,10,2.0,2.0,2.0,2.0,0.0,0.0,28.4,27.5,20.7833,20.625,20.25,20.25,6.3553,6.5673,3.9,4.0,the,0.8,0.0,0.0,0.1833,0.25,0.0,0.0,80.8,80.0
M4,animal,open,1.2,1.0,the,0.5,False,1.0,False,1.0,False,0.8,False,0.9,True,0.6,False,1.0,3.9,4.5,not_applicable,1.0,0.0,0.0,2.2,2.0,False,0.8,24.5,23.0,False,1.0,True,0.9,1.0,1.0,0.0,0.0,False,1.0,False,1.0,31.3,15.0,19.9,20.0,10,14.3,14.0,3.1,3.0,0.0,0.0,106.3,135.5,47.8203,56.8333,28.3,23.0,50.7077,68.4476,5.2,3.0,the,0.7,0.0,0.0,0.4169,0.3333,0.01,0.0,188.3,182.0
M4,poem,lt10,0.7,1.0,the,0.5,False,1.0,False,1.0,False,1.0,False,1.0,True,0.6,False,1.0,1.0,1.0,yes,1.0,0.0,0.0,0.0,0.0,False,0.9,24.2,21.0,True,1.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,False,1.0,15.1,13.5,7.7,8.0,10,3.0,3.0,0.5,0.5,0.0,0.0,24.2,21.0,18.4667,15.6667,17.0,14.0,5.6795,5.3196,2.7,3.0,here's,0.5,0.0,0.0,0.15,0.0,0.0,0.0,45.3,44.5
M4,poem,lt5,0.0,0.0,,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,1.0,1.0,yes,1.0,0.0,0.0,0.0,0.0,False,0.9,27.6,27.0,True,1.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,False,1.0,27.6,27.0,4.3,4.0,10,2.0,2.0,0.0,0.0,0.0,0.0,27.6,27.0,27.6,27.0,27.6,27.0,0.0,0.0,1.0,1.0,here,1.0,0.0,0.0,0.7,1.0,0.0,0.0,27.6,27.0
M4,poem,open,1.1,1.0,we,0.5,False,1.0,False,1.0,False,1.0,False,0.9,False,0.7,False,1.0,0.1,0.0,not_applicable,1.0,0.0,0.0,2.4,2.0,False,0.6,25.9,24.5,False,1.0,True,1.0,1.9,2.0,0.0,0.0,False,1.0,False,1.0,13.6,12.0,29.4,30.0,10,8.0,8.0,4.2,4.5,0.0,0.0,32.6,32.5,18.9752,16.75,19.85,17.25,10.1813,8.9159,6.1,6.5,the,0.7,0.0,0.0,0.1962,0.1548,0.0702,0.0625,106.8,105.5
M4,story,lt10,1.9,2.0,she,0.6,False,1.0,False,1.0,False,1.0,False,0.8,False,1.0,False,1.0,0.8,1.0,yes,0.9,0.0,0.0,0.5,0.0,True,0.8,20.0,16.5,False,0.6,True,1.0,0.4,0.0,0.3,0.0,False,1.0,False,1.0,20.2,21.0,2.7,2.5,10,2.7,2.5,2.7,2.5,0.0,0.0,33.7,28.0,17.9739,17.4375,15.7,15.5,8.6821,6.7858,7.7,8.0,the,0.7,0.0,0.0,0.1479,0.125,0.0,0.0,135.9,131.5
M4,story,lt5,0.9,1.0,she,0.5,False,1.0,False,1.0,False,1.0,False,0.6,False,0.6,False,1.0,1.5,1.5,yes,1.0,0.0,0.0,0.4,0.0,True,0.7,24.6,24.0,True,1.0,True,1.0,0.1,0.0,0.2,0.0,False,1.0,False,1.0,24.5,19.5,2.0,2.0,10,2.0,2.0,0.3,0.0,0.0,0.0,31.3,27.5,23.125,22.375,22.6,22.5,7.9205,6.1389,3.7,4.0,here,0.9,0.0,0.0,0.3083,0.2916,0.0,0.0,84.3,82.5
M4,story,open,4.2,4.0,she,0.7,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9,False,0.8,0.4,0.0,not_applicable,1.0,0.0,0.0,1.5,1.5,True,0.9,15.7,14.5,False,1.0,True,1.0,1.0,1.0,0.1,0.0,False,1.0,False,1.0,9.5,9.5,15.7,16.0,10,15.6,16.0,6.3,6.0,0.0,0.0,28.3,26.5,10.717,10.6667,8.5,8.25,7.4859,6.8832,19.8,20.5,the,0.5,0.0,0.0,0.0599,0.0522,0.2134,0.1886,206.7,202.0
M5,animal,lt10,1.6,2.0,they,0.5,False,1.0,False,1.0,False,1.0,False,0.9,False,0.8,False,1.0,0.0,0.0,yes,1.0,0.0,0.0,0.0,0.0,False,0.5,17.3,16.0,False,1.0,False,1.0,0.1,0.0,0.1,0.0,True,1.0,False,1.0,14.2,14.5,3.8,3.5,10,1.0,1.0,1.1,1.0,0.0,0.0,18.3,18.0,14.8205,14.9286,15.05,14.5,3.0424,2.9348,6.4,6.5,the,0.7,0.1,0.0,0.0,0.0,0.0,0.0,94.5,93.0
M5,animal,lt5,1.4,1.0,the,0.4,False,1.0,False,1.0,False,1.0,False,0.8,True,0.7,False,1.0,0.0,0.0,yes,1.0,0.0,0.0,0.0,0.0,False,0.9,17.5,17.5,False,1.0,False,1.0,0.0,0.0,0.1,0.0,True,1.0,False,1.0,14.0,15.5,1.0,1.0,10,1.0,1.0,0.8,0.5,0.0,0.0,19.3,20.0,16.4833,16.8333,16.9,17.0,3.2231,2.5166,3.2,3.0,the,0.8,0.1,0.0,0.0,0.0,0.0,0.0,52.2,53.0
M5,animal,open,1.8,2.0,it,0.6,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9,False,1.0,4.1,4.0,not_applicable,1.0,0.0,0.0,0.1,0.0,False,0.6,30.4,31.5,False,1.0,True,1.0,0.4,0.0,0.2,0.0,False,1.0,False,1.0,19.0,18.5,8.8,10.0,10,5.4,5.0,2.9,2.5,0.0,0.0,33.1,33.5,20.5782,20.1667,20.2,19.25,7.0905,7.2864,8.0,8.0,it,0.6,1.0,1.0,0.1988,0.1805,0.0,0.0,163.1,162.0
M5,poem,lt10,1.0,1.0,the,0.8,False,1.0,False,1.0,False,1.0,True,0.8,False,0.8,False,0.9,0.0,0.0,yes,1.0,0.0,0.0,0.0,0.0,False,0.6,11.9,11.5,False,1.0,False,1.0,0.1,0.0,0.0,0.0,True,0.9,False,1.0,16.9,14.0,7.0,7.0,10,1.1,1.0,0.0,0.0,0.0,0.0,17.1,14.0,14.1167,13.0,13.35,13.25,2.7689,1.4571,3.3,3.0,moonlight,0.8,0.2,0.0,0.0667,0.0,0.0,0.0,46.5,44.5
M5,poem,lt5,0.1,0.0,,0.9,False,1.0,False,1.0,False,1.0,False,0.5,False,0.9,False,1.0,0.0,0.0,yes,1.0,0.0,0.0,0.0,0.0,False,0.9,16.9,17.0,False,1.0,False,1.0,0.0,0.0,0.0,0.0,True,1.0,False,1.0,17.7,18.5,4.0,4.0,10,1.0,1.0,0.0,0.0,0.3,0.0,17.7,18.5,17.3,17.75,17.3,17.75,0.5657,0.0,1.5,1.5,moonlight,0.9,0.0,0.0,0.0,0.0,0.0,0.0,23.4,23.0
M5,poem,open,1.5,1.0,the,0.8,False,1.0,False,1.0,False,1.0,False,1.0,False,0.6,False,1.0,1.4,1.5,not_applicable,1.0,0.0,0.0,1.6,2.0,True,0.5,28.6,30.0,False,1.0,True,0.9,0.8,1.0,0.2,0.0,False,1.0,False,1.0,20.6,19.5,19.9,20.0,10,6.2,6.5,1.7,1.0,0.9,0.0,30.2,30.5,22.6014,23.5857,22.05,24.5,5.1908,4.8473,5.4,5.0,the,0.4,0.9,1.0,0.4124,0.4285,0.0,0.0,119.8,118.5
M5,story,lt10,1.2,1.0,it,0.4,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,False,1.0,0.3,0.0,yes,1.0,0.0,0.0,0.0,0.0,True,0.9,21.0,20.5,False,1.0,False,1.0,1.3,1.0,0.0,0.0,True,1.0,False,1.0,20.6,20.5,7.2,7.0,10,1.0,1.0,3.9,3.5,0.0,0.0,28.0,28.0,20.9768,20.9286,20.9,21.5,4.4155,4.3439,7.1,7.0,on,0.5,0.6,1.0,0.1601,0.1429,0.0,0.0,148.0,150.5
M5,story,lt5,1.0,1.0,she,0.9,False,1.0,False,1.0,False,1.0,False,1.0,False,0.5,False,1.0,0.2,0.0,yes,1.0,0.0,0.0,0.1,0.0,True,0.7,21.4,22.0,False,1.0,False,1.0,0.2,0.0,0.0,0.0,True,1.0,False,1.0,18.7,19.0,1.3,1.0,10,1.0,1.0,1.7,1.5,0.0,0.0,25.1,25.0,21.025,21.0,21.2,21.75,3.8538,4.2573,3.9,4.0,at,0.8,0.6,1.0,0.125,0.125,0.0,0.0,82.1,84.0
M5,story,open,4.7,4.5,the,0.4,False,1.0,False,1.0,False,1.0,False,0.9,False,0.7,False,1.0,1.1,1.0,not_applicable,1.0,0.0,0.0,1.5,1.5,True,1.0,16.9,16.0,False,1.0,False,0.9,2.4,2.0,0.2,0.0,False,1.0,True,0.8,8.3,3.5,16.2,16.0,10,16.1,16.0,13.6,14.0,0.0,0.0,34.0,28.0,11.7735,10.8834,10.05,9.5,8.1217,7.1071,28.0,29.0,the,0.4,1.0,1.0,0.0599,0.0364,0.1799,0.1708,320.4,321.5
M6,animal,lt10,2.0,2.0,the,0.6,False,1.0,False,1.0,False,1.0,False,0.9,False,0.8,False,1.0,0.0,0.0,yes,1.0,0.0,0.0,0.0,0.0,False,0.8,24.8,24.5,False,1.0,True,1.0,0.1,0.0,0.2,0.0,False,1.0,False,1.0,17.6,17.5,2.0,2.0,10,2.0,2.0,2.0,2.0,0.0,0.0,26.4,25.0,19.1488,18.6429,18.35,18.0,4.4627,4.3079,6.9,7.0,the,1.0,0.0,0.0,0.0744,0.0,0.0,0.0,131.5,130.5
M6,animal,lt5,1.9,2.0,the,0.9,False,1.0,False,1.0,False,1.0,False,1.0,True,0.5,False,1.0,0.0,0.0,yes,0.9,0.0,0.0,0.2,0.0,False,0.8,25.9,26.5,False,1.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,False,1.0,17.9,19.0,2.0,2.0,10,2.0,2.0,1.1,1.0,0.0,0.0,26.2,26.5,20.85,21.25,20.15,19.0,4.0681,4.498,4.1,4.0,the,1.0,0.0,0.0,0.2,0.125,0.0,0.0,85.0,85.0
M6,animal,open,1.1,1.0,they,0.9,False,1.0,False,1.0,False,1.0,False,1.0,False,0.6,False,1.0,5.0,5.0,not_applicable,1.0,0.0,0.0,0.8,0.5,False,0.5,35.9,31.5,False,1.0,True,1.0,0.2,0.0,0.1,0.0,False,1.0,False,1.0,26.0,17.0,13.3,14.0,10,5.8,6.0,2.1,2.0,0.1,0.0,78.4,77.0,35.3259,36.0,26.65,28.75,26.8822,26.5235,5.4,5.0,the,0.5,0.0,0.0,0.5312,0.55,0.0,0.0,186.1,182.5
M6,poem,lt10,0.5,0.5,in,0.5,False,1.0,False,1.0,False,1.0,False,0.8,True,0.5,False,1.0,0.0,0.0,yes,1.0,0.0,0.0,0.2,0.0,False,0.8,26.9,26.0,False,1.0,True,1.0,0.1,0.0,0.0,0.0,False,1.0,False,1.0,23.1,22.0,7.4,7.0,10,2.0,2.0,0.0,0.0,0.0,0.0,27.9,26.0,24.8417,22.0,24.55,22.0,3.7706,1.25,1.9,2.0,whispers,0.7,0.0,0.0,0.4,0.25,0.0,0.0,40.2,41.0
M6,poem,lt5,0.1,0.0,,0.9,False,1.0,False,1.0,False,1.0,False,1.0,False,0.9,False,1.0,0.0,0.0,yes,1.0,0.0,0.0,0.1,0.0,False,0.9,18.3,17.5,False,1.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,False,1.0,17.6,17.5,4.2,4.0,10,2.0,2.0,0.0,0.0,0.0,0.0,18.3,17.5,17.95,17.5,17.95,17.5,0.495,0.0,1.1,1.0,whisper,0.7,0.0,0.0,0.0,0.0,0.0,0.0,18.9,18.0
M6,poem,open,1.0,1.0,the,0.9,False,1.0,False,1.0,False,1.0,False,1.0,False,0.6,False,1.0,0.1,0.0,not_applicable,1.0,0.0,0.0,0.7,1.0,False,0.8,28.7,28.0,False,1.0,True,1.0,0.1,0.0,0.1,0.0,False,1.0,False,1.0,25.6,25.5,16.6,17.0,10,4.9,5.0,0.6,0.0,0.0,0.0,29.0,28.5,26.4267,26.425,26.25,26.25,2.1245,1.8539,3.9,4.0,whispers,0.9,0.0,0.0,0.6183,0.6333,0.0,0.0,103.0,104.0
M6,story,lt10,2.0,2.0,the,0.8,False,1.0,False,1.0,False,1.0,False,0.8,False,0.8,False,1.0,0.5,0.5,yes,1.0,0.0,0.0,1.0,1.0,True,0.9,21.5,21.5,False,1.0,True,1.0,0.2,0.0,0.1,0.0,False,1.0,False,1.0,21.8,21.5,2.0,2.0,10,2.0,2.0,2.8,2.5,0.0,0.0,29.1,27.0,21.5403,20.9048,21.95,22.0,5.551,4.8329,6.9,7.0,the,1.0,0.0,0.0,0.1996,0.1429,0.0,0.0,147.2,147.0
M6,story,lt5,1.3,1.0,the,0.6,False,1.0,False,1.0,False,1.0,False,0.8,False,0.5,False,1.0,0.3,0.0,no,0.8,0.0,0.0,0.5,0.5,True,0.9,23.8,21.5,False,1.0,True,1.0,0.2,0.0,0.0,0.0,False,1.0,False,1.0,20.2,20.0,2.0,2.0,10,2.0,2.0,1.3,1.0,0.0,0.0,29.0,28.5,22.68,22.6,22.55,22.5,5.235,4.9777,4.8,5.0,the,1.0,0.0,0.0,0.32,0.4,0.0,0.0,108.5,108.0
M6,story,open,5.1,5.0,the,0.5,False,1.0,False,1.0,False,1.0,False,1.0,False,0.8,False,1.0,1.6,2.0,not_applicable,1.0,0.1,0.0,2.7,3.0,True,1.0,20.0,19.5,False,1.0,True,1.0,1.4,1.0,0.1,0.0,False,1.0,False,0.9,6.4,6.0,14.6,14.5,10,14.4,14.5,9.5,8.5,0.0,0.0,28.7,27.5,11.6763,11.0155,10.25,9.25,6.741,6.7073,23.1,22.0,the,0.6,0.0,0.0,0.0532,0.048,0.1427,0.136,251.1,248.5
